Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Date
122.4092,505.38,60.97910000000001,0.5305,503.17,184.462168,283.1530080000001,299.4616460000002,210.58,40.0,2021-03-01
91.7613,475.73,59.523,0.456,473.58,276.1407680000001,588.1655419999998,1079.0581579999998,243.75,66.0,2021-03-02
57.9269,554.6600000000001,42.1376,0.5773,553.1,104.230628,294.11189,492.4039179999999,226.38,42.0,2021-03-03
79.8484,664.8600000000002,45.2069,0.5104,664.1600000000002,95.79040999999998,296.223406,644.56997,252.1,74.0,2021-03-04
121.42,530.24,67.4164,0.6945,528.17,144.40618999999998,229.971354,368.1193640000001,226.18,180.0,2021-03-05
106.7404,670.77,78.3082,0.8078,670.1500000000001,96.9844,345.93830799999995,70.35061600000002,213.31000000000003,98.0,2021-03-06
117.0846,746.6099999999999,69.69869999999999,4.7671,745.8899999999999,324.223378,456.54381400000017,367.6246,227.07,116.0,2021-03-07
120.48080000000002,597.0500000000001,69.9762,0.7423,596.1800000000001,159.00047,185.720094,231.61408000000003,213.39,100.0,2021-03-08
123.676,485.72,79.1913,0.6633,484.4500000000001,267.65600200000006,93.75807400000002,208.64862400000004,188.71,60.0,2021-03-09
109.1555,531.16,50.910900000000005,0.9523,529.2199999999999,132.927754,282.58417000000003,305.160904,262.95,60.0,2021-03-10
79.7493,640.76,28.8555,0.435,640.04,75.73293199999999,93.075868,125.462338,287.71000000000004,56.0,2021-03-11
128.1386,453.22,28.7069,0.5002,452.41,298.850184,287.61476400000004,279.750636,282.11999999999995,78.0,2021-03-12
147.708,585.2800000000001,41.1358,0.5589,584.8900000000001,323.065648,110.63370000000002,129.264014,264.36000000000007,92.0,2021-03-13
166.2519,572.56,35.27,0.3456,572.35,164.51339599999997,383.9423399999999,224.48003600000007,250.71000000000004,44.0,2021-03-14
154.7213,590.3900000000001,39.6582,0.424,353.93999999999994,153.99814399999997,176.652208,251.659348,275.74,152.0,2021-03-15
157.1023,694.59,41.01849999999999,0.6189,460.8500000000001,313.8381440000003,288.27588,589.9675159999999,359.29999999999995,54.0,2021-03-16
87.92099999999999,556.3,35.7096,0.5867,322.56,471.78833200000014,298.78506399999986,303.15631800000006,287.21000000000004,60.0,2021-03-17
33.1687,371.73,61.90120000000001,0.3813,140.13,169.60881400000002,291.14175199999994,278.99835200000007,226.58,38.0,2021-03-18
71.7864,332.4999999999999,67.6469,2.6113,99.38,216.535174,126.662766,320.5940479999999,233.5,48.0,2021-03-19
71.9081,427.4599999999999,30.2251,8.2264,224.65,64.34877199999998,82.45990200000001,315.7826419999999,536.51,56.0,2021-03-20
57.6716,384.88000000000005,19.7012,10.1861,183.20000000000005,1256.625376,278.5428079999999,429.266526,267.69,50.0,2021-03-21
53.421200000000006,2583.09,27.457,10.9983,2386.59,125.17174,345.97967399999993,131.08434000000003,302.15000000000003,54.0,2021-03-22
57.0221,2769.88,24.3456,12.7656,2674.9500000000003,117.888438,223.73604,129.87525399999996,297.48,58.0,2021-03-23
51.6884,3123.8,27.928,19.839,3122.17,171.56825999999998,446.940316,430.3772660000001,243.30000000000004,40.0,2021-03-24
43.6163,3418.25,32.8277,18.3919,3417.17,181.39649600000004,446.4926899999999,482.2562980000001,223.49,48.0,2021-03-25
45.1609,2433.19,32.165099999999995,19.5634,2430.44,184.376846,164.99017800000004,316.03956999999986,248.41,42.0,2021-03-26
40.6644,1895.48,33.795,16.645899999999997,1895.04,68.176422,104.941768,144.498912,239.66,44.0,2021-03-27
30.2341,1160.86,33.761799999999994,16.4921,1159.34,581.2619340000001,307.76037599999995,540.985288,217.18000000000004,50.0,2021-03-28
52.1672,773.49,36.4163,19.1713,771.5500000000001,113.295628,120.21855,146.76804800000002,381.06,44.0,2021-03-29
68.6509,567.28,39.889500000000005,32.7856,565.94,116.062118,196.24622400000007,194.540524,302.86,48.0,2021-03-30
47.0281,505.38,27.4117,18.4264,503.17,184.462168,283.1530080000001,299.4616460000002,239.48,40.0,2021-03-31
51.133,475.73,0.0,0.0,473.58,276.1407680000001,588.1655419999998,1079.0581579999998,249.9,66.0,2021-04-01
37.8412,554.6600000000001,0.0,0.0,553.1,104.230628,294.11189,492.4039179999999,224.33,42.0,2021-04-02
132.8442,664.8600000000002,0.0,0.0,664.1600000000002,95.79040999999998,296.223406,644.56997,238.85,74.0,2021-04-03
126.996,530.24,0.0,0.0,528.17,144.40618999999998,229.971354,368.1193640000001,217.5,58.0,2021-04-04
139.06040000000002,531.91,0.0,0.0,529.43,0.0,0.0,0.0,246.5,122.0,2021-04-05
141.8001,670.77,0.0,0.0,670.1500000000001,96.9844,345.93830799999995,70.35061600000002,259.69,98.0,2021-04-06
132.4306,746.6099999999999,0.0,0.0,745.8899999999999,324.223378,456.54381400000017,367.6246,254.45,116.0,2021-04-07
88.55460000000001,597.0500000000001,0.0,0.0,596.1800000000001,159.00047,185.720094,231.61408000000003,236.66000000000005,100.0,2021-04-08
34.0076,485.72,0.0,0.0,484.4500000000001,267.65600200000006,93.75807400000002,208.64862400000004,232.41000000000005,60.0,2021-04-09
28.1488,531.16,0.0,0.0,529.2199999999999,132.927754,282.58417000000003,305.160904,208.01,60.0,2021-04-10
25.9357,640.76,0.0,0.0,640.04,75.73293199999999,93.075868,125.462338,229.61,56.0,2021-04-11
33.0854,453.22,0.0,0.0,452.41,298.850184,287.61476400000004,279.750636,262.53000000000003,78.0,2021-04-12
35.5629,585.2800000000001,0.0,0.0,584.8900000000001,323.065648,110.63370000000002,129.264014,290.08,92.0,2021-04-13
35.7325,572.56,0.0,0.0,572.35,164.51339599999997,383.9423399999999,224.48003600000007,233.86,44.0,2021-04-14
35.460300000000004,590.3900000000001,0.0,0.0,353.93999999999994,153.99814399999997,176.652208,251.659348,290.25,152.0,2021-04-15
35.7767,694.59,0.0,0.0,460.8500000000001,313.8381440000003,288.27588,589.9675159999999,327.79,54.0,2021-04-16
35.3771,556.3,0.0,0.0,322.56,471.78833200000014,298.78506399999986,303.15631800000006,330.74,60.0,2021-04-17
35.623,371.73,0.0,0.0,140.13,169.60881400000002,291.14175199999994,278.99835200000007,231.67999999999995,38.0,2021-04-18
35.914,332.4999999999999,0.0,0.0,99.38,216.535174,126.662766,320.5940479999999,285.3,48.0,2021-04-19
35.366,427.4599999999999,0.0,0.0,224.65,64.34877199999998,82.45990200000001,315.7826419999999,408.59,56.0,2021-04-20
35.282,384.88000000000005,0.0,0.0,183.20000000000005,1256.625376,278.5428079999999,429.266526,306.98,50.0,2021-04-21
108.485,2583.09,0.0,0.0,2386.59,125.17174,345.97967399999993,131.08434000000003,299.29999999999995,54.0,2021-04-22
100.0,2769.88,0.0,0.0,2674.9500000000003,117.888438,223.73604,129.87525399999996,262.74,58.0,2021-04-23
138.183,3123.8,0.0,0.0,3122.17,171.56825999999998,446.940316,430.3772660000001,269.79,40.0,2021-04-24
260.01,3418.25,0.0,0.0,3417.17,181.39649600000004,446.4926899999999,482.2562980000001,245.65,48.0,2021-04-25
69.505,2433.19,0.0,0.0,2430.44,184.376846,164.99017800000004,316.03956999999986,281.92,42.0,2021-04-26
40.0,1895.48,0.0,0.0,1895.04,68.176422,104.941768,144.498912,318.24,44.0,2021-04-27
40.0,1160.86,0.0,0.0,1159.34,581.2619340000001,307.76037599999995,540.985288,227.29,50.0,2021-04-28
40.0,773.49,0.0,0.0,771.5500000000001,113.295628,120.21855,146.76804800000002,252.00000000000003,44.0,2021-04-29
40.0,567.28,0.0,0.0,565.94,116.062118,196.24622400000007,194.540524,218.74,48.0,2021-04-30
40.0,505.38,0.0,0.0,503.17,184.462168,283.1530080000001,299.4616460000002,239.26,40.0,2021-05-01
40.0,475.73,0.0,0.0,473.58,276.1407680000001,588.1655419999998,1079.0581579999998,247.83000000000004,66.0,2021-05-02
40.0,554.6600000000001,0.0,0.0,553.1,104.230628,294.11189,492.4039179999999,344.61,42.0,2021-05-03
40.0,664.8600000000002,0.0,0.0,664.1600000000002,95.79040999999998,296.223406,644.56997,361.34,74.0,2021-05-04
40.0,530.24,0.0,0.0,528.17,144.40618999999998,229.971354,368.1193640000001,292.93,58.0,2021-05-05
40.0,531.91,0.0,0.0,529.43,0.0,0.0,0.0,264.25,122.0,2021-05-06
40.0,670.77,0.0,0.0,670.1500000000001,96.9844,345.93830799999995,70.35061600000002,234.54,98.0,2021-05-07
40.0,746.6099999999999,0.0,0.0,745.8899999999999,324.223378,456.54381400000017,367.6246,241.6,116.0,2021-05-08
30.0,597.0500000000001,0.0,0.0,596.1800000000001,159.00047,185.720094,231.61408000000003,243.72000000000003,100.0,2021-05-09
30.0,485.72,0.0,0.0,484.4500000000001,267.65600200000006,93.75807400000002,208.64862400000004,242.22,60.0,2021-05-10
30.0,531.16,0.0,0.0,529.2199999999999,132.927754,282.58417000000003,305.160904,279.64,60.0,2021-05-11
30.0,640.76,0.0,0.0,640.04,75.73293199999999,93.075868,125.462338,307.72,56.0,2021-05-12
30.0,453.22,0.0,0.0,452.41,298.850184,287.61476400000004,279.750636,172.39,78.0,2021-05-13
30.0,585.2800000000001,0.0,0.0,584.8900000000001,323.065648,110.63370000000002,129.264014,258.46,92.0,2021-05-14
30.0,572.56,0.0,0.0,572.35,164.51339599999997,383.9423399999999,224.48003600000007,234.01,44.0,2021-05-15
30.0,590.3900000000001,0.0,0.0,353.93999999999994,153.99814399999997,176.652208,251.659348,244.16,152.0,2021-05-16
30.0,694.59,0.0,0.0,460.8500000000001,313.8381440000003,288.27588,589.9675159999999,287.04,54.0,2021-05-17
30.0,556.3,0.0,0.0,322.56,471.78833200000014,298.78506399999986,303.15631800000006,301.78,60.0,2021-05-18
0.0,371.73,0.0,0.0,140.13,169.60881400000002,291.14175199999994,278.99835200000007,0.0,38.0,2021-05-19
0.0,332.4999999999999,0.0,0.0,99.38,216.535174,126.662766,320.5940479999999,0.0,48.0,2021-05-20
0.0,427.4599999999999,0.0,0.0,224.65,64.34877199999998,82.45990200000001,315.7826419999999,0.0,56.0,2021-05-21
0.0,384.88000000000005,0.0,0.0,183.20000000000005,1256.625376,278.5428079999999,429.266526,0.0,50.0,2021-05-22
0.0,2583.09,0.0,0.0,2386.59,125.17174,345.97967399999993,131.08434000000003,0.0,54.0,2021-05-23
0.0,2769.88,0.0,0.0,2674.9500000000003,117.888438,223.73604,129.87525399999996,0.0,58.0,2021-05-24
0.0,3123.8,0.0,0.0,3122.17,171.56825999999998,446.940316,430.3772660000001,0.0,40.0,2021-05-25
0.0,3418.25,0.0,0.0,3417.17,181.39649600000004,446.4926899999999,482.2562980000001,0.0,48.0,2021-05-26
0.0,2433.19,0.0,0.0,2430.44,184.376846,164.99017800000004,316.03956999999986,0.0,42.0,2021-05-27
0.0,1895.48,0.0,0.0,1895.04,68.176422,104.941768,144.498912,0.0,44.0,2021-05-28
0.0,1160.86,0.0,0.0,1159.34,581.2619340000001,307.76037599999995,540.985288,0.0,16.0,2021-05-29
0.0,773.49,0.0,0.0,771.5500000000001,113.295628,120.21855,146.76804800000002,0.0,0.0,2021-05-30
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-05-31
